,time,magnitude
0,0.09336000000000001,0.07002000000000001
1,0.09336000000000001,0.0894625
2,0.09336000000000001,0.09336000000000001
3,0.109016,0.105102
4,0.109016,0.105102
5,0.12463700000000001,0.1129125
6,0.12463700000000001,0.12073175
7,0.14025800000000002,0.12854225000000002
8,0.14025800000000002,0.12854225000000002
9,0.14025800000000002,0.12854225000000002
10,0.15588400000000002,0.1402605
11,0.218677,0.1755635
12,0.43706700000000004,0.28866375
13,0.499906,0.3318435
14,0.6716840000000001,0.45680875000000004
15,0.7182550000000001,0.48393200000000003
16,0.765402,0.5192815000000001
17,0.827882,0.5661707500000001
18,1.077844,0.706686
19,1.140333,0.780953
20,1.218466,0.83167375
21,1.37461,0.9215280000000001
22,1.4367990000000002,0.96817525
23,1.60905,1.0973505000000001
24,1.6558840000000001,1.12857225
25,1.7336360000000002,1.1830587500000003
26,1.8901500000000002,1.2847425000000001
27,1.983578,1.378409
28,2.0306740000000003,1.4252297500000002
29,2.2026060000000003,1.569849
30,2.249142,1.64390875
31,2.311626,1.694755
32,2.3430020000000003,1.7572845000000001
33,2.4209870000000002,1.8235385000000002
34,2.561789,1.95251225
35,2.671195,2.02276875
36,2.858382,2.1672217500000004
37,3.1398260000000002,2.32354475
38,3.170763,2.37409325
39,3.280402,2.46797
40,3.3426020000000003,2.5265265
41,3.451989,2.5928060000000004
42,3.514638,2.66326075
43,3.5772220000000003,2.78048075
44,3.677499,2.83852625
45,3.7712830000000004,2.9087485
46,3.865276,3.0182975
47,4.13081,3.1706065000000003
48,4.146151000000001,3.1899112500000006
49,4.193306000000001,3.2447390000000005
50,4.349538,3.35024275
51,4.427386,3.4476700000000005
52,4.458624,3.4828225
53,4.521475000000001,3.5667792500000006
54,4.583655,3.6172830000000005
55,4.740055,3.7542235
56,4.833889,3.8557960000000002
57,4.974117000000001,3.94927325
58,5.083748,4.0313514999999995
59,5.130634000000001,4.101812750000001
60,5.302484000000001,4.26576775
61,5.302484000000001,4.3087245
62,5.364660000000001,4.374956000000001
63,5.427418,4.410280500000001
64,5.521133000000001,4.523496000000001
65,5.630485,4.589957500000001
66,5.708563000000001,4.67189525
67,5.755186,4.72253375
68,5.9116740000000005,4.855442
69,6.036368,4.921786000000001
70,6.083500000000001,4.972525750000001
71,6.241621,5.06735775
72,6.35114,5.1337655
73,6.429221,5.2079527500000005
74,6.582576,5.3158840000000005
75,6.645063,5.36660025
76,6.723206,5.45649175
77,6.851323000000001,5.524380000000001
78,6.882601,5.5556925
79,6.9762960000000005,5.645514
80,7.03908,5.692488750000001
81,7.070336,5.75501
82,7.185659,5.828286500000001
83,7.248134,5.918627000000001
84,7.294719000000001,5.9536435
85,7.357522,6.024187
86,7.498030000000001,6.10219225
87,7.560555000000001,6.210844250000001
88,7.591804000000001,6.23820175
89,7.623035000000001,6.28114025
90,7.763689,6.37490175
91,7.826063,6.4303495
92,7.888652,6.481172000000001
93,7.919791000000001,6.527913000000001
94,8.066035000000001,6.6246047500000005
95,8.253909,6.757535750000001
96,8.410031,6.8566335
97,8.488037,6.92690025
98,8.534727,6.96973175
99,8.628619,7.044005500000001
100,8.73776,7.1376539999999995
101,8.863062000000001,7.2332367500000005
102,8.925249,7.3112995000000005
103,9.11271,7.45570375
104,9.159867,7.4910845
105,9.222307,7.553549
106,9.3472,7.672076500000001
107,9.409476,7.76187625
108,9.628464000000001,7.883074250000001
109,9.831253,8.01569425
110,9.972095000000001,8.129012000000001
111,9.972095000000001,8.152428
112,10.003441,8.18372525
113,10.081231,8.2656495
114,10.272845,8.39648925
115,10.319406,8.47058975
116,10.413496,8.552804250000001
117,10.554103000000001,8.6698885
118,10.616347000000001,8.72065575
119,10.67901,8.791053250000001
120,10.7415,8.8535435
121,10.866471,8.943413750000001
122,10.897736,8.99419375
123,10.960189000000002,9.064429500000001
124,11.007026000000002,9.119113250000002
125,11.165055,9.25661275
126,11.227269000000001,9.31121675
